Index,Dialogue_Group,Context_Index,Context_CharacterName,Context_Text,Context_Sprite,Dialogue_Action,Choice_Group,Dialogue_Type,Dialogue_Skip
229,Day1_LetterCheck,5,나레이터,마녀와 아이는 간단하게 점심을 먹었어요. 음식을 먹지 못하는 람은 토라져 있었지만\ 아무도 눈치채지 못했답니다.,,FadeOut,,Narration,
230,Day1_Lunch,1,마녀,자\ 점심도 먹었으니 이제 물건을 만들어 답장하자꾸나.,Witch_Idle,FadeIn,,ContextUp,
231,Day1_Lunch,,,물건을 어떻게 만드는지는 기억하고 있지?,,,,,
232,Day1_Lunch,2,주인공,그럼요! 저 항아리에서 만들면 되는 거죠?,Child_D,,,,
233,Day1_Lunch,3,마녀,후후\ 그래. 한 번 만들어 보렴. 너라면 잘할 것이란다.,Witch_Idle,,,,
234,Day1_Dinner,1,주인공,휴… 겨우 다 만들었네요! 답장도 다 썼고요!,Child_B,,,,
235,Day1_Dinner,2,마녀,후후\ 수고했구나. 무척 잘해주었어.,Witch_Idle,,,,
236,Day1_Dinner,3,주인공,정말요? 저 정말 잘했어요?,Child_A,,,,
237,Day1_Dinner,4,마녀,그럼. 믿고 맡겨도 되겠는걸.,Witch_Idle,,,,
238,Day1_Dinner,5,주인공,와\ 와아! 너무 기뻐요! 앞으로도 열심히 할게요!,Child_D,,,,
239,Day1_Dinner,6,마녀,그래\ 그러자꾸나. 이제 저녁을 먹을까? 저녁으로 연어 스테이크는 어떻니?,Witch_Idle,,,,
240,Day1_Dinner,7,주인공,헉\ 너무 좋아요! 마녀님이 최고예요!,Child_A,,,,
241,Day1_Dinner,8,나레이터,아이는 행복한 하루를 보냈어요. 사람들을 위해 물건을 만들고 편지를 보내다니\ 정말 꿈만 같았죠.,,,,,
242,Day1_Dinner,,,하지만 아이를 가장 기쁘게 만든 건\ 다름 아닌 마녀의 칭찬이었어요. 아이는 이런 하루가 지속되길 바랐답니다.,,,,,
